re78,is_treat,age,educ,black,hisp,married,nodegr,re74,re75
0,no,20,12,yes,no,no,no,0,0
25600,no,39,11,yes,no,yes,yes,22800,19200
0,no,18,11,yes,no,no,yes,0,0
0,no,28,14,yes,no,no,no,0,1060
25200,no,45,12,no,no,yes,no,25900,23400
15900,no,30,13,no,no,yes,no,13500,14400
24700,no,50,12,no,no,yes,no,23300,25200
1260,no,16,10,no,no,no,yes,0,69.8
25600,no,44,16,no,no,yes,no,25900,25200
25600,no,38,17,no,no,yes,no,25900,25200
25600,no,50,14,no,no,yes,no,25900,14700
10000,no,17,11,no,no,no,yes,1260,3450
6220,no,18,11,no,no,no,yes,2280,657
0,no,22,11,no,no,yes,yes,3030,1980
10200,no,28,11,no,no,yes,yes,21700,11500
11000,no,18,12,no,no,no,no,10500,9650
7680,no,21,10,no,no,no,yes,1770,1560
9100,no,26,16,no,no,yes,no,0,2110
25600,no,34,15,no,no,yes,no,25900,25200
25600,no,46,12,no,no,yes,no,25900,25200
11300,no,18,12,no,no,no,no,3510,3530
0,no,27,14,no,no,yes,no,23200,24300
0,no,41,13,no,no,yes,no,25900,0
25600,no,30,17,no,no,yes,no,25900,25200
0,no,39,12,no,no,yes,no,0,0
6910,no,18,10,no,no,no,yes,1770,4330
6870,no,16,8,no,no,no,yes,31.3,21.5
9240,no,49,15,no,no,yes,no,25900,25200
5970,no,18,11,no,no,no,yes,80.3,1950
24700,no,24,12,no,no,yes,no,18300,18600
13800,no,28,12,no,no,yes,no,12100,13400
16100,no,25,15,no,no,yes,no,23000,19300
25600,no,23,13,no,no,yes,no,25900,25200
25600,no,51,12,no,no,yes,no,25900,25200
1050,no,23,10,no,no,yes,yes,9860,5970
25600,no,35,12,no,no,yes,no,19500,14400
10300,no,16,11,yes,no,no,yes,4140,4500
16600,no,25,10,no,no,yes,yes,20300,18300
0,no,50,9,no,no,yes,yes,0,0
634,no,18,9,no,no,no,yes,3290,3170
25600,no,35,11,no,no,yes,yes,25800,25200
0,no,36,11,no,no,yes,yes,0,0
20300,no,46,8,no,no,yes,yes,23400,18000
21700,no,48,12,no,no,yes,no,25900,11100
25600,no,45,11,no,no,yes,yes,25900,25200
25600,no,18,12,no,no,no,no,1120,0
631,no,24,16,no,no,no,no,0,0
22100,no,22,14,no,no,no,no,8770,15800
20700,no,47,12,no,no,yes,no,23500,22500
12600,no,23,12,no,no,no,no,19100,471
22200,no,48,8,no,no,yes,yes,25900,23800
4860,no,39,16,no,no,yes,no,22600,22200
8720,no,37,4,no,no,no,yes,13500,13100
0,no,49,5,no,no,yes,yes,25900,25200
15300,no,21,12,no,no,no,no,15200,14800
25600,no,41,12,no,no,yes,no,25900,23900
25600,no,49,9,no,no,yes,yes,25700,23100
0,no,54,12,no,no,yes,no,25900,25200
25600,no,48,14,no,no,yes,no,25900,25200
25600,no,32,12,no,no,yes,no,24900,23900
16400,no,29,13,no,no,no,no,16200,14400
25600,no,55,12,no,no,yes,no,25900,25200
25600,no,29,18,no,no,yes,no,25900,25200
0,no,26,12,no,no,yes,no,0,111
25600,no,39,14,no,no,yes,no,25900,22000
0,no,43,16,no,no,yes,no,978,0
25600,no,27,12,no,no,yes,no,24300,25200
2230,no,22,12,yes,no,yes,no,9730,7370
2100,no,28,16,no,no,no,no,3470,9650
9630,no,22,17,no,no,no,no,31.3,0
39.9,no,19,11,no,no,yes,yes,39.2,4740
25600,no,41,18,no,no,yes,no,25900,25200
16100,no,23,12,no,no,yes,no,10000,3440
16000,no,16,9,no,no,yes,yes,921,0
20500,no,46,8,no,no,no,yes,18500,19500
25600,no,30,12,no,no,yes,no,19100,18600
25600,no,46,8,no,no,yes,yes,25900,25200
20100,no,28,10,yes,no,yes,yes,16900,17600
25600,no,32,12,no,no,yes,no,25900,25200
23500,no,40,9,no,no,yes,yes,25900,19200
25600,no,44,16,no,no,yes,no,25900,25200
655,no,17,10,no,no,no,yes,0,372
10500,no,41,8,no,no,yes,yes,19900,15100
11500,no,22,12,no,no,yes,no,18500,12400
10300,no,28,10,no,no,yes,yes,10400,5540
25600,no,55,12,no,no,yes,no,25900,25200
25600,no,33,14,no,no,yes,no,25900,25200
0,no,43,12,no,no,yes,no,0,21.5
21000,no,30,16,yes,no,yes,no,19400,21000
20000,no,43,13,yes,no,yes,no,20000,10100
13500,no,50,11,no,no,yes,yes,14200,14900
12100,no,30,13,no,no,yes,no,20300,10000
5560,no,29,15,no,no,yes,no,6730,2180
25600,no,52,8,no,no,yes,yes,25900,25200
25600,no,55,18,no,no,yes,no,25900,25200
2070,no,19,13,no,no,no,no,4660,3100
25600,no,24,14,no,no,yes,no,25900,25200
25600,no,27,18,yes,no,no,no,14500,22000
25600,no,33,16,no,no,yes,no,25900,25200
25600,no,43,13,no,no,yes,no,25900,25200
0,no,21,12,no,no,no,no,9690,235
22400,no,34,11,no,no,yes,yes,20200,17300
0,no,22,12,no,no,yes,no,11400,11300
20400,no,28,12,no,no,yes,no,11800,2950
25600,no,34,13,no,no,yes,no,23400,25200
22600,no,36,15,no,no,no,no,20900,21700
25600,no,34,13,no,no,yes,no,23800,24800
2370,no,34,14,no,no,yes,no,0,0
659,no,32,12,no,no,yes,no,25400,6330
4600,no,29,12,no,no,yes,no,0,6360
25600,no,30,12,no,no,yes,no,25900,25200
25600,no,28,12,no,no,no,no,25900,25200
2070,no,21,12,no,no,no,no,14300,2030
0,no,20,12,no,no,no,no,19.6,360
18100,no,40,12,no,no,yes,no,25900,25200
25300,no,27,12,no,no,yes,no,18800,21900
25600,no,28,12,yes,no,yes,no,23400,20500
25600,no,38,12,no,no,yes,no,25900,25200
5530,no,48,16,no,no,yes,no,25900,25200
13100,no,18,11,no,no,no,yes,3060,2800
16500,no,27,16,no,no,no,no,15800,15700
13000,no,34,18,no,no,no,no,14500,13900
25600,no,31,13,no,no,yes,no,25900,25200
21900,no,21,12,no,no,no,no,12000,13700
24200,no,22,15,no,no,yes,no,2120,863
25600,no,48,13,no,no,yes,no,25900,25200
15200,no,41,12,no,no,yes,no,17200,23800
25600,no,35,13,no,no,yes,no,25900,25200
25600,no,46,12,no,no,yes,no,19100,18400
10800,no,21,12,no,no,no,no,13100,14200
25600,no,27,12,no,no,yes,no,19600,19900
13100,no,21,11,no,no,no,yes,6090,3770
4420,no,21,12,no,no,no,no,9040,8070
25600,no,54,12,no,no,yes,no,25900,25200
25600,no,53,13,no,no,yes,no,25900,25200
25600,no,44,13,no,no,yes,no,25900,25200
0,no,17,11,no,no,no,yes,2070,1960
25600,no,27,12,no,no,yes,no,25900,22600
23500,no,30,12,no,no,yes,no,24200,25200
15500,no,46,12,no,no,yes,no,13900,12800
20400,no,22,12,no,no,no,no,0,2910
0,no,34,12,no,no,yes,no,22000,17200
25600,no,38,12,no,no,yes,no,10000,8760
25600,no,19,12,no,no,no,no,10300,25200
17600,no,26,11,no,no,yes,yes,25900,13400
9290,no,25,12,no,no,no,no,23300,3840
25600,no,31,12,no,no,yes,no,21600,25200
17600,no,31,12,no,no,no,no,6740,73.4
17500,no,22,12,no,no,yes,no,12200,14900
25600,no,29,16,no,no,yes,no,25200,25200
8240,no,53,15,no,no,no,no,12100,19000
25600,no,22,15,no,no,no,no,474,4010
25600,no,32,11,no,no,yes,yes,18300,24800
25600,no,53,8,no,no,yes,yes,20800,21700
24800,no,40,12,no,no,yes,no,25900,25200
0,no,19,13,no,no,no,no,2770,818
25600,no,51,16,no,no,yes,no,25900,25200
25600,no,34,13,no,no,yes,no,25900,25200
17800,no,42,8,no,no,yes,yes,19000,17900
6270,no,30,11,no,no,no,yes,1610,7210
25600,no,36,16,no,no,yes,no,25900,25200
16200,no,38,6,yes,no,yes,yes,15100,14400
22700,no,37,12,no,no,yes,no,20100,19400
25600,no,34,15,no,no,yes,no,25900,25200
22900,no,44,8,no,no,yes,yes,14700,17200
25600,no,47,11,no,no,yes,yes,25900,25200
25600,no,32,12,no,no,yes,no,25900,25200
21300,no,45,12,no,no,yes,no,18100,7310
16600,no,28,18,no,no,no,no,14500,8660
7290,no,18,12,no,no,no,no,3260,1960
25600,no,32,12,no,no,yes,no,25900,17400
4890,no,47,8,no,no,no,yes,10300,9590
0,no,37,12,no,no,yes,no,1730,0
0,no,33,8,no,no,yes,yes,25300,25200
0,no,49,12,no,no,yes,no,0,0
4000,no,53,8,no,no,yes,yes,17800,18000
4010,no,20,12,no,no,no,no,0,0
10600,no,33,12,no,no,no,no,8030,0
14400,no,30,11,no,no,yes,yes,18100,15900
23800,no,54,6,no,no,yes,yes,14800,9570
7120,no,19,12,no,no,no,no,337,2520
7500,no,18,11,no,no,no,yes,131,218
22800,no,23,14,no,no,no,no,18700,20500
1750,no,37,16,no,no,yes,no,0,2590
23800,no,29,13,no,no,yes,no,8280,6650
0,no,35,12,no,no,yes,no,0,0
25600,no,24,12,no,no,yes,no,25900,18300
2570,no,53,12,no,no,yes,no,17300,15800
0,no,23,12,no,no,yes,no,0,5490
0,no,40,16,no,no,no,no,0,0
6500,no,27,10,no,no,yes,yes,17000,10200
0,no,42,12,no,no,yes,no,21600,23100
9210,no,21,12,no,no,yes,no,7420,8060
25600,no,29,12,no,no,yes,no,25900,25200
25300,no,29,12,no,no,yes,no,25900,25200
17500,no,25,12,no,no,yes,no,25800,23500
25600,no,43,9,no,no,yes,yes,25900,24000
22600,no,54,10,no,no,yes,yes,14900,16300
0,no,53,8,no,no,no,yes,10600,2080
20400,no,28,18,yes,no,yes,no,0,10700
16600,no,22,14,no,yes,yes,no,0,0
18800,no,39,10,no,no,yes,yes,0,0
6400,no,43,8,no,no,yes,yes,18300,2670
19900,no,53,9,no,no,yes,yes,19300,19300
25600,no,22,14,no,no,no,no,10900,11200
17600,no,36,12,no,no,yes,no,22500,17700
7590,no,26,14,no,no,no,no,6370,603
25600,no,33,12,no,no,yes,no,25900,25200
25600,no,25,12,no,no,yes,no,25300,25200
25600,no,31,12,no,no,yes,no,23800,25200
25600,no,36,15,no,no,yes,no,25900,25200
25600,no,22,12,no,no,yes,no,21100,24500
19200,no,25,13,no,no,yes,no,22200,23200
25600,no,26,18,no,no,yes,no,22600,25200
24800,no,34,18,no,no,yes,no,25900,25200
11100,no,30,18,no,no,yes,no,25900,25200
8770,no,43,14,no,no,yes,no,0,5740
25600,no,34,9,no,no,yes,yes,12000,12200
5750,no,47,8,no,no,yes,yes,25900,16700
11600,no,16,10,no,no,no,yes,0,0
15100,no,28,12,no,no,no,no,12000,14900
13700,no,23,13,no,no,no,no,3400,4360
9180,no,25,15,no,no,no,no,9090,8940
25600,no,49,10,no,no,yes,yes,20900,22600
13800,no,25,16,no,no,no,no,10500,6570
18500,no,21,12,no,no,yes,no,11600,13000
0,no,42,12,no,no,yes,no,0,0
21900,no,22,15,no,no,no,no,5080,9280
15700,no,22,14,no,no,no,no,7860,8390
9410,no,21,12,no,no,yes,no,6650,8700
25600,no,24,12,no,no,yes,no,6950,9040
25600,no,23,12,no,no,yes,no,10800,11000
13300,no,32,5,no,no,no,yes,12200,11200
25400,no,27,12,no,no,yes,no,20200,19900
10700,no,24,14,no,no,yes,no,14500,14700
17300,no,23,12,no,no,yes,no,15300,20400
14100,no,46,8,no,no,yes,yes,7680,2140
19400,no,55,13,no,no,yes,no,21800,19500
1690,no,17,11,no,no,no,yes,0,0
0,no,28,16,no,no,yes,no,0,0
25600,no,40,18,no,no,yes,no,25900,25200
5520,no,50,12,no,no,no,no,4650,0
15500,no,23,12,no,no,yes,no,14900,14400
11800,no,42,12,no,no,yes,no,11300,10800
14300,no,26,12,no,no,yes,no,14600,9790
0,no,38,11,no,no,no,yes,3920,3580
65,no,30,16,no,no,yes,no,13800,19900
13300,no,27,17,no,no,yes,no,22600,11000
25600,no,46,9,no,no,yes,yes,25900,25200
13900,no,32,12,no,no,no,no,6320,17500
0,no,36,18,no,no,yes,no,0,0
9480,no,18,11,no,no,no,yes,0,1020
25600,no,40,16,no,no,yes,no,25900,25200
18100,no,22,12,no,no,yes,no,14900,14900
19900,no,20,13,no,no,no,no,1990,3320
3490,no,17,10,no,no,no,yes,0,0
14500,no,31,9,no,yes,no,yes,25900,25200
25400,no,40,12,no,no,yes,no,24500,19400
25600,no,33,11,no,no,yes,yes,22900,24900
14500,no,17,11,no,no,no,yes,1990,2460
25600,no,28,11,no,no,yes,yes,21900,25200
25600,no,27,12,no,no,yes,no,0,0
25600,no,47,8,no,no,yes,yes,9520,25200
25600,no,52,12,no,no,yes,no,25900,17000
23600,no,34,12,no,no,yes,no,25900,25200
25600,no,50,12,no,no,yes,no,25900,25200
25600,no,23,16,no,no,yes,no,25900,25200
25600,no,29,13,no,no,yes,no,25900,25200
25600,no,25,14,no,no,yes,no,21500,21700
25600,no,28,12,no,no,no,no,25900,25200
16700,no,38,12,yes,no,yes,no,13300,20900
19500,no,23,10,no,no,yes,yes,19000,20000
21600,no,31,12,no,no,yes,no,20200,25200
11200,no,40,11,no,no,yes,yes,14500,15800
0,no,50,12,no,no,yes,no,25900,9550
25600,no,44,10,no,no,yes,yes,25900,25200
0,no,51,14,yes,no,yes,no,0,0
0,no,38,8,no,no,yes,yes,4180,0
16300,no,33,12,no,no,yes,no,21400,16800
0,no,38,17,no,no,yes,no,0,0
18300,no,47,4,no,no,yes,yes,18800,17200
25600,no,48,12,no,no,yes,no,25900,25200
7800,no,31,8,no,no,yes,yes,0,2830
19300,no,55,8,no,no,yes,yes,12200,19200
25600,no,49,12,no,no,yes,no,25900,25200
25400,no,34,12,no,no,yes,no,0,19800
25600,no,26,16,no,no,yes,no,25000,11800
25600,no,31,13,no,no,yes,no,25900,25200
2160,no,21,8,no,no,yes,yes,12700,14000
0,no,52,16,no,no,no,no,5390,7960
20500,no,23,16,no,no,yes,no,482,7300
25600,no,42,8,no,yes,yes,yes,22200,24500
24200,no,22,12,no,yes,yes,no,20000,19300
25600,no,27,16,no,no,yes,no,25900,25200
3140,no,31,14,no,no,yes,no,25900,25200
21800,no,30,18,no,no,yes,no,25900,25200
0,no,46,14,no,no,yes,no,0,0
28.1,no,18,11,no,no,no,yes,3610,3460
0,no,17,12,no,no,no,no,3000,1090
21000,no,37,8,no,no,yes,yes,21200,20200
10300,no,21,8,no,no,yes,yes,88.2,7610
25600,no,21,13,no,no,yes,no,21900,23100
15600,no,19,10,no,no,no,yes,1350,4680
11100,no,16,10,no,no,no,yes,0,573
25600,no,28,14,no,no,no,no,24200,25200
10800,no,35,14,no,no,yes,no,24400,25200
25600,no,41,18,no,no,yes,no,25900,25200
0,no,55,12,no,no,yes,no,21400,2860
23000,no,39,10,no,no,yes,yes,12700,21500
25600,no,38,12,no,no,yes,no,25900,25200
23400,no,52,8,no,no,no,yes,8230,7520
15800,no,25,11,no,no,yes,yes,5690,7880
0,no,28,12,no,no,yes,no,0,0
25600,no,45,12,no,no,yes,no,24300,25200
14500,no,21,11,no,no,no,yes,3890,8760
7840,no,17,10,no,no,no,yes,562,1150
486,no,26,14,no,no,yes,no,114,1160
25600,no,47,12,no,no,yes,no,25900,25200
18100,no,18,12,no,no,no,no,8300,11600
0,no,25,14,no,no,yes,no,10900,519
25600,no,39,10,no,no,yes,yes,25900,25200
10300,no,54,12,no,no,yes,no,20400,20500
15600,no,34,12,no,no,yes,no,19200,18300
11500,no,29,12,no,no,yes,no,6650,7990
0,no,30,12,no,no,no,no,11700,4760
0,no,45,12,no,no,no,no,4470,609
0,no,29,17,no,no,no,no,0,0
0,no,27,16,no,no,yes,no,0,0
25600,no,26,17,no,no,no,no,0,1050
24900,no,31,17,no,no,no,no,0,0
0,no,29,17,no,no,no,no,0,0
2050,no,18,11,no,no,no,yes,2690,1150
19000,no,29,12,no,no,yes,no,18600,18100
4030,no,50,12,no,no,yes,no,5760,4750
25600,no,43,12,no,no,yes,no,25900,25200
25600,no,41,12,no,no,yes,no,17000,10700
17400,no,22,12,no,no,yes,no,9340,10200
17400,no,18,12,no,no,no,no,5140,4550
17900,no,43,6,no,no,yes,yes,25900,15700
12400,no,29,12,no,no,yes,no,14400,10800
0,no,28,16,no,no,yes,no,0,0
0,no,25,16,no,no,yes,no,0,0
17800,no,36,8,no,no,yes,yes,17400,16400
0,no,35,10,no,no,yes,yes,25900,25200
11100,no,55,12,no,no,no,no,18600,16200
24000,no,25,13,no,no,yes,no,18700,19600
25600,no,55,12,no,no,yes,no,25600,17300
16000,no,46,13,no,no,yes,no,14200,15100
11800,no,32,12,no,no,yes,no,2500,4310
25600,no,45,8,no,no,yes,yes,25900,25200
25600,no,50,12,no,no,yes,no,25900,25200
25600,no,50,11,no,no,yes,yes,25900,25200
3310,no,38,12,no,no,yes,no,9620,9820
0,no,26,12,no,no,yes,no,20800,25200
17200,no,20,12,no,no,yes,no,7770,12100
20200,no,37,12,no,no,yes,no,20800,19400
16200,no,21,13,no,no,no,no,6580,4740
2330,no,16,10,no,no,no,yes,72.5,1530
25600,no,29,18,no,no,yes,no,20900,21300
4760,no,17,10,no,no,no,yes,0,2720
14300,no,44,12,no,no,yes,no,14100,12300
10800,no,45,8,no,no,yes,yes,9270,9950
25600,no,33,12,no,no,yes,no,25600,25200
7220,no,19,10,no,no,no,yes,10300,8710
9110,no,27,15,no,no,yes,no,12500,15000
10300,no,53,7,no,no,no,yes,10300,9580
18100,no,28,16,no,no,yes,no,13400,14600
25600,no,24,16,no,no,no,no,22700,25200
25500,no,53,12,no,no,yes,no,23900,22000
17700,no,28,12,no,no,yes,no,20100,17900
13700,no,26,12,no,no,yes,no,6260,7190
11200,no,24,12,no,yes,yes,no,20000,18200
14800,no,25,12,no,no,yes,no,4560,5050
9920,no,35,12,no,no,yes,no,17400,10900
2370,no,31,16,no,no,yes,no,25900,25200
0,no,50,12,no,no,yes,no,25900,24100
25600,no,19,12,no,no,no,no,974,618
9680,no,51,12,no,no,yes,no,25900,22400
25600,no,49,8,no,no,yes,yes,25900,21200
0,no,21,11,no,no,no,yes,10500,4460
18700,no,25,17,no,no,yes,no,0,0
0,no,52,13,no,no,yes,no,0,0
0,no,41,18,no,no,yes,no,0,0
0,no,42,12,no,no,yes,no,0,0
983,no,17,10,no,no,no,yes,2100,1420
21300,no,29,18,no,no,yes,no,22400,20200
24600,no,21,12,no,no,yes,no,12900,0
3570,no,47,8,no,no,no,yes,3330,3130
25600,no,42,12,no,no,yes,no,25900,21800
22200,no,33,12,no,no,yes,no,18700,19300
25600,no,35,12,no,no,yes,no,25900,0
20600,no,29,18,no,no,yes,no,18500,19600
25600,no,37,9,no,no,yes,yes,25900,23600
3640,no,28,13,no,no,no,no,12400,11900
15900,no,43,12,no,no,yes,no,15400,15500
10700,no,17,11,no,no,no,yes,1070,2670
8550,no,37,12,no,no,yes,no,6820,8030
15200,no,26,15,no,no,yes,no,25500,25200
25600,no,33,12,yes,no,yes,no,10900,18000
22800,no,44,9,yes,no,yes,yes,20800,21400
22000,no,21,12,no,no,yes,no,21500,22900
669,no,49,10,no,no,yes,yes,9730,6960
0,no,42,8,no,no,yes,yes,0,0
19100,no,19,12,no,no,no,no,355,2670
8780,no,25,14,no,no,yes,no,9660,0
3440,no,49,11,no,no,yes,yes,25900,25200
12800,no,23,12,no,no,yes,no,12800,4170
25600,no,29,13,no,no,yes,no,18200,15400
24800,no,49,12,no,no,yes,no,25000,22500
0,no,37,7,no,no,yes,yes,964,0
25600,no,48,16,no,no,yes,no,24600,24600
25600,no,42,13,no,no,yes,no,22900,24600
10500,no,38,18,no,no,no,no,15700,9220
18200,no,22,12,no,no,yes,no,18600,19900
25600,no,27,17,no,yes,no,no,3580,2830
24700,no,29,12,no,no,no,no,19000,22400
19200,no,48,5,no,yes,yes,yes,17800,16800
25600,no,54,8,no,yes,yes,yes,25900,25200
18700,no,50,12,no,no,no,no,23400,18800
17700,no,38,6,no,no,yes,yes,20400,18600
25600,no,27,16,no,no,yes,no,11900,19300
15400,no,21,12,no,no,no,no,9320,12800
25600,no,45,13,no,no,yes,no,25400,24800
18200,no,20,14,no,no,no,no,1390,2860
2240,no,18,12,yes,no,no,no,4560,945
15700,no,34,11,yes,no,yes,yes,5460,6070
11700,no,23,10,no,no,no,yes,4820,840
15700,no,24,12,no,no,no,no,21600,15300
18900,no,30,13,no,yes,no,no,10900,13800
19700,no,46,9,no,no,yes,yes,24500,24600
21300,no,19,9,no,no,no,yes,6770,2380
25600,no,49,12,no,no,yes,no,25900,25200
6710,no,22,15,no,no,no,no,5110,0
20500,no,20,8,no,no,yes,yes,5990,5770
0,no,27,12,no,no,yes,no,19700,20900
21600,no,43,12,no,no,yes,no,19900,19900
18000,no,33,9,no,no,yes,yes,21100,20600
9780,no,18,11,no,no,no,yes,901,3660
4770,no,32,18,no,no,yes,no,6450,25200
0,no,41,3,no,yes,yes,yes,13000,18900
10400,no,26,12,yes,no,yes,no,10700,9060
25600,no,49,12,no,no,yes,no,25900,25200
17500,no,36,11,no,no,yes,yes,19200,20000
2620,no,29,12,no,no,yes,no,18000,14300
25600,no,46,9,no,no,yes,yes,24400,24300
8710,no,49,12,no,no,yes,no,12800,25200
25600,no,35,12,no,no,yes,no,25900,25200
0,no,48,9,no,no,yes,yes,11500,14200
14700,no,20,12,no,no,no,no,1350,6470
1980,no,31,10,yes,no,yes,yes,11100,10900
25600,no,28,14,no,no,yes,no,21900,20100
21800,no,35,12,yes,no,yes,no,19400,16700
14300,no,29,12,yes,no,yes,no,10200,5270
21100,no,28,18,no,no,yes,no,18800,18800
25600,no,32,12,no,no,yes,no,23500,25200
25600,no,45,12,no,no,yes,no,25900,25200
0,no,25,9,yes,no,yes,yes,14800,13800
17200,no,20,12,no,no,yes,no,14800,14800
0,no,23,12,yes,no,yes,no,9650,10200
12000,no,22,8,yes,no,yes,yes,8590,11700
25600,no,38,14,no,no,yes,no,25900,25200
23900,no,27,12,no,no,yes,no,9100,25200
25600,no,50,12,no,no,yes,no,25900,25200
23900,no,52,12,no,no,yes,no,25900,25200
11300,no,21,12,no,no,no,no,11500,13800
4090,no,35,12,no,no,yes,no,16200,13800
0,no,28,12,no,no,no,no,0,2190
9280,no,22,12,no,no,yes,no,3920,773
25600,no,52,18,no,no,yes,no,25900,25200
25600,no,24,16,no,no,yes,no,11700,13600
0,no,35,12,no,no,yes,no,0,0
17400,no,52,13,no,yes,yes,no,19800,25200
3330,no,17,10,no,yes,no,yes,1770,2110
0,no,51,12,no,no,yes,no,25700,25200
17100,no,18,12,no,no,yes,no,2420,2460
25200,no,33,12,yes,no,yes,no,20700,20100
24200,no,54,18,no,no,yes,no,25900,25200
2190,no,27,18,no,no,no,no,880,3540
5040,no,32,12,no,no,yes,no,25900,23300
16300,no,39,11,yes,no,no,yes,19700,10500
0,no,35,8,no,no,yes,yes,0,0
10700,no,28,12,no,no,yes,no,18500,16900
0,no,32,12,no,no,yes,no,0,0
10200,no,34,12,no,no,yes,no,25900,23500
25600,no,37,9,no,no,yes,yes,24500,14500
2820,no,46,11,yes,no,yes,yes,0,0
8140,no,18,10,no,no,no,yes,0,2230
1480,no,36,9,no,no,yes,yes,0,25200
13400,no,17,9,no,no,no,yes,739,0
25600,no,46,14,no,no,yes,no,25900,25200
9200,no,16,10,no,no,no,yes,0,0
1690,no,28,15,no,no,no,no,21000,24600
0,no,24,12,no,no,yes,no,4910,0
10900,no,40,15,no,no,no,no,13100,764
0,no,39,14,no,no,no,no,6240,0
0,no,26,11,yes,no,yes,yes,5470,707
0,no,52,4,no,no,yes,yes,6470,5800
0,no,36,6,no,no,no,yes,415,0
25600,no,38,12,no,no,yes,no,25900,25200
16400,no,22,12,no,no,no,no,13100,13000
25000,no,26,18,no,no,yes,no,16300,17200
24800,no,29,14,no,no,yes,no,25900,24600
24500,no,24,16,no,no,yes,no,18400,18400
14400,no,41,12,no,no,yes,no,18100,21000
25600,no,51,4,yes,no,yes,yes,25900,11600
4270,no,29,14,yes,no,yes,no,16400,10900
25300,no,35,12,no,no,no,no,18500,21100
25600,no,18,11,yes,no,no,yes,1600,2710
22700,no,23,12,yes,no,no,no,8580,15800
13600,no,33,9,no,yes,yes,yes,23400,24800
25600,no,34,10,no,no,yes,yes,25900,25200
774,no,21,15,no,no,no,no,2970,3730
789,no,19,14,no,no,no,no,523,0
25600,no,27,16,no,no,no,no,25900,25200
25600,no,23,14,no,no,no,no,20800,20600
25600,no,29,16,no,no,yes,no,23200,22200
25600,no,33,12,no,no,yes,no,25900,20500
25600,no,27,16,no,no,yes,no,25900,25200
24600,no,32,16,no,no,yes,no,25300,25200
0,no,21,11,no,no,no,yes,8910,4740
24100,no,42,12,no,no,yes,no,14100,14100
24600,no,46,7,no,no,yes,yes,24900,23900
11000,no,20,12,no,no,yes,no,3750,13600
25600,no,33,13,no,no,yes,no,25900,25200
21500,no,54,14,no,no,yes,no,25000,25200
0,no,53,6,no,no,yes,yes,0,0
17600,no,36,7,no,no,yes,yes,17000,18300
25600,no,30,17,no,no,yes,no,25900,25200
25600,no,47,12,no,no,yes,no,25900,25200
9520,no,22,8,no,no,yes,yes,12500,10900
19500,no,21,12,no,no,yes,no,14100,15900
20300,no,23,11,yes,no,yes,yes,21400,18500
0,no,35,12,yes,no,yes,no,0,0
0,no,41,12,yes,no,yes,no,0,0
0,no,24,12,yes,no,no,no,9320,0
0,no,25,16,yes,no,no,no,3590,0
9990,no,16,10,no,no,no,yes,856,3070
10300,no,27,13,no,no,yes,no,25900,24500
8300,no,47,16,no,no,yes,no,12200,11000
0,no,17,10,no,no,no,yes,0,605
0,no,54,14,no,no,yes,no,25900,25200
24000,no,38,8,yes,no,yes,yes,13600,14100
25600,no,36,18,no,no,yes,no,25900,21200
25600,no,42,14,no,no,yes,no,25900,25200
5630,no,17,11,no,no,no,yes,0,1260
25600,no,27,12,no,no,yes,no,16800,15000
25600,no,43,12,no,no,yes,no,25900,25200
24700,no,28,12,no,no,yes,no,24900,24600
25600,no,40,13,no,no,yes,no,25900,25200
25600,no,33,12,no,no,yes,no,22700,17100
25600,no,29,14,no,no,yes,no,25900,25200
25600,no,31,16,no,no,yes,no,19900,19400
0,no,22,14,no,no,yes,no,0,20900
6490,no,24,11,no,no,yes,yes,9210,6140
8130,no,53,10,no,no,yes,yes,9390,10500
8020,no,16,9,no,no,no,yes,1530,4120
20700,no,25,12,no,no,yes,no,19200,19900
16400,no,42,12,no,no,yes,no,25900,20800
0,no,16,10,no,no,no,yes,1340,2160
25600,no,30,12,no,no,yes,no,21300,23100
1570,no,55,9,no,yes,yes,yes,5130,5250
6440,no,48,3,no,yes,yes,yes,11800,11000
16600,no,20,14,no,yes,no,no,6560,6980
0,no,37,12,no,no,yes,no,17000,18900
1100,no,42,15,no,no,no,no,17600,11200
25600,no,32,12,no,no,yes,no,25900,25200
12900,no,53,5,no,yes,yes,yes,16400,10100
25600,no,46,12,no,no,yes,no,25600,25200
25600,no,38,12,no,no,yes,no,25900,25200
23700,no,28,16,no,no,no,no,145,6740
20600,no,49,12,no,no,yes,no,18900,18800
17400,no,25,16,no,no,no,no,4990,11200
0,no,46,14,no,no,yes,no,0,13900
14800,no,23,17,no,no,no,no,4900,8950
0,no,16,9,no,no,no,yes,0,204
11800,no,49,8,no,no,yes,yes,11600,11200
24900,no,41,16,no,no,no,no,2220,11500
11000,no,20,12,no,no,yes,no,1300,2600
17100,no,30,12,no,no,yes,no,8930,11600
9390,no,20,9,no,no,yes,yes,13100,12600
4160,no,25,12,no,no,yes,no,11400,7470
4910,no,51,3,yes,no,no,yes,7970,5780
15200,no,41,13,no,no,yes,no,16900,10500
5310,no,16,10,no,no,no,yes,0,2530
8980,no,18,12,no,no,no,no,0,1590
25600,no,48,8,no,no,yes,yes,25900,19500
25600,no,49,14,no,no,yes,no,25900,25200
16800,no,23,15,no,no,no,no,6740,1050
0,no,36,12,no,no,yes,no,25900,25200
